id:id,:LABEL
"âCollecting",event
"33681303",organization
"2573803",organization
"56126935",organization
"138782226",organization
"1301719",organization
"496391",organization
"7539428",organization
"8afc9cb6-edf5-4a7d-9a02-054444a5604e",location
"28379",organization
"958085",organization
"5ede75fe-f670-4a59-b693-da34e7f6eb47",location
"519994690",organization
"102642",organization
"7908385",organization
"691192",organization
"243964",organization
"âespecially",event
"e13aca6a-88b5-4be7-a293-4a57854d7b1d",location
"441",organization
"111795162",organization
"482048",organization
"70",organization
"âHe",event
"7cc6bfba-4893-444b-a641-a7d0b48fa427",location
"56",organization
"621770",organization
"3016",organization
"98703",organization
"314",organization
"567",organization
"990",organization
"341853",organization
"13592",organization
"979893388",organization
"706129",political_organization
"14",organization
"4698",organization
"89734",organization
"491",organization
"3528",organization
"43247945",organization
"e1d7b4ac-ed31-42a4-9375-4afb0f78f276",location
"cutter James",vessel
"1da2bc5a-e590-41c9-9982-2ade48dfc426",location
"842229565",organization
"Hang",vessel
"41695239",organization
"489",organization
"67a59fab-710a-4992-b6d0-d581fd9dceba",location
"da75877e-ec57-42cc-82b9-de68c8d333e7",location
"boat",vessel
"950296",political_organization
"Oceans",vessel
"7c54563c-577c-462f-8e30-389b510c776a",location
"Morning",event
"4759",organization
"72899187-0989-47fa-9db0-cd1d4c3fc4e3",location
"833355",organization
"27078926",political_organization
"2983",organization
"613281364",organization
"92",organization
"8597",political_organization
"801809",organization
"97",organization
"6889326",political_organization
"ec1b111d-b9eb-4eef-ab00-ff7124cca480",location
"32416483",organization
"f2aee915-d483-4823-a030-9aac5e44c1fe",location
"oceanâs",vessel
"7328",organization
"71317",organization
"852015",organization
"65",organization
"58745",organization
"71755",organization
"1972868",organization
"61057213",organization
"653",organization
"473c1320-e50b-4f90-a068-76f82e210f26",location
"18",organization
"24641639",organization
"678",organization
"6393",organization
"346281879",organization
"341",organization
"1094345",organization
"629",vessel
"119411",organization
"8950",organization
"8041aa28-8c50-4083-a528-469c0c6251d9",location
"34f0cbbf-83c3-4e09-ad7a-b94a778f7c12",location
"685607",organization
"265494227",organization
"2a282617-d174-409c-b0b1-490fdc369335",location
"periods years",event
"89035",organization
"21724",organization
"âhigh",event
"30700925",organization
"Saturday",movement
"a39483f8-121a-4c18-9b20-9e0d2cba52e9",location
"58623386",organization
"492238508",organization
"4447143",organization
"34252",organization
"8494294",organization
"17",organization
"150674265",organization
"36b70b18-465a-442f-bfbe-cedb85d48acc",location
"13",organization
"3887",organization
"reefers",vessel
"1360",organization
"2ad4f7ea-6f93-4a11-ace7-d7a4234bb991",location
"b24194ae-69ad-4e6c-be29-787c215cde65",location
"19a4297e-2d2b-47c0-9dce-816148a16f4e",location
"Maru",vessel
"60693571",organization
"54073418",organization
"76568",organization
"c682ec16-cd10-4a6c-94ce-4a5eb590b42e",location
"three",movement
"830155",organization
"9590898",organization
"95230042",organization
"21240092",organization
"7234",organization
"6335187",organization
"695031",organization
"2508",organization
"6391",organization
"75835980",political_organization
"23774",organization
"9992346",organization
"227",organization
"ocean",vessel
"79",political_organization
"39893",organization
"47bd4f34-d0af-41f0-88c5-eb9d4fde440c",location
"3782",organization
"7441",organization
"58666504",organization
"70347729",organization
"116070050",organization
"b47086b0-e225-436a-83b1-2cf5cda4dbd5",location
"613465161",organization
"bottom",vessel
"884648",organization
"90",organization
"353149780",organization
"2913",organization
"693436",organization
"88a1fe65-33d9-487a-a3ac-d4208f41b754",location
"67f3755e-7f86-40a1-ae17-998d50a3e772",location
"631919",organization
"â¬7",event
"reefer",vessel
"Fu Yuan Yu Leng 999",vessel
"88e9e7e8-3edf-4fd4-959d-8ec4f53e59d6",location
"8732",organization
"44396",organization
"f7a4114d-d1ca-44df-a7e0-c72e440671ba",location
"6038",organization
"Chinook",vessel
"6274",organization
"f9f6fc72-83db-4c44-a818-dde6c33985f9",location
"6758207",organization
"40",political_organization
"615043",organization
"64124835",organization
"767",organization
"67909",organization
"e09b64a2-397a-4bec-96a1-7d61479fe37a",location
"1012",organization
"724",organization
"824",organization
"292bf7d9-d86c-411d-9a85-da0cb4535e22",location
"c82d3e99-b297-484e-a28a-76cba8d515cc",location
"854",organization
"2653581",political_organization
"977",organization
"1f899410-3447-48e7-bcb3-cbff10619e86",location
"39048624",organization
"river",vessel
"54",political_organization
"1853970",organization
"87648111",organization
"ï¬shes",event
"ï¬sh",event
"440994840",political_organization
"42258",organization
"506986590",organization
"7321",organization
"647724",organization
"272735814",organization
"1214936",organization
"2751",organization
"7548555",organization
"ARA Contraalmirante Cordero",vessel
"54217974",organization
"38",organization
"71352",organization
"60806",organization
"475",organization
"259e9338-b33e-4dc7-843a-96a720d22d9b",location
"461553",organization
"538991",organization
"71",organization
"expect year",event
"shrimper",vessel
"d6968538-6f18-4a1c-a4e2-59de3c0e25c2",location
"coastguard",vessel
"135024",organization
"38844",organization
"759",organization
"0ae94787-4593-4139-848d-9174ea13ac23",location
"19186817",political_organization
"2748013",political_organization
"23636990",organization
"996",organization
"81661977",organization
"metric",movement
"24189",organization
"216",organization
"9977227",organization
"64365043",organization
"06c161ac-e601-493f-b8df-839382e16a74",location
"458785",organization
"e5e2e269-ccc5-4e16-88a8-e909c1fa32db",location
"42",organization
"4258240",organization
"891",organization
"a96730cc-485e-46be-aba4-339442bacd8d",location
"USCGC",vessel
"DDG",vessel
"USS",vessel
"USS Hurricane",vessel
"PC",vessel
"16",organization
"29481",organization
"6126134",organization
"595038316",organization
"673431",organization
"73704",organization
"6780",organization
"7480",organization
"4769248",organization
"3015",organization
"2679",organization
"97836b65-db6a-43bf-9467-cf57d84645ff",location
"Long Xing 629",vessel
"58db776e-40f1-4e68-b13d-dcc42416ce58",location
"868",organization
"99985383",organization
"298",organization
"Deckhands",vessel
"ecf18ac9-a773-43a0-98c8-cdd264565b2f",location
"46",organization
"65fea097-e838-4be6-9889-83f5361fe777",location
"dec69ea4-1c0c-4b31-b6fe-7d0c7e4b8fd9",location
"Tian",vessel
"122245",organization
"4946",organization
"91",political_organization
"20",political_organization
"74211169",organization
"3553",organization
"72875",organization
"Coast Guard Cutter Edgar Culbertson",vessel
"863749817",organization
"567217",organization
"Oliver",vessel
"160",organization
"938816",organization
"5469",organization
"4679",organization
"USCGâs",vessel
"CutterOliverHenry",vessel
"11",organization
"30041",organization
"468511",organization
"86",organization
"60774",organization
"47",organization
"SSN",vessel
"HMAS",vessel
"dec44f58-94b0-4070-bfb3-1e13ef308ec3",location
"2114",organization
"34020206",organization
"683962",organization
"95c715ba-891e-4472-8e2a-4e746dcc266a",location
"760219951",organization
"36744944",political_organization
"734121719",organization
"6b58646e-1d3a-4b72-b8a0-9f57c296d73d",location
"9357541",organization
"87278",organization
"8226730",organization
"5b199218-6513-430b-8e56-8aa1d83456a3",location
"75",organization
"911243414",organization
"9280",organization
"cc6cf3e0-5794-4497-a31d-79b4db1b55a9",location
"408119",organization
"6ead18ca-3084-4f8e-9c1e-a5e470fc5935",location
"48259",organization
"b636c0f8-2ddf-42ad-9f9c-73bd48682561",location
"55301",organization
"604905",organization
"784221",organization
"ae19b5a7-4f70-4366-98ad-819e3009aeca",location
"d4947401-8ec7-48b9-a66f-45d983d59e0a",location
"Feng",vessel
"82462633",organization
"5235138",organization
"summer",event
"5680682",organization
"47234884",political_organization
"30",event
"307",organization
"yearsâthat",event
"950574",political_organization
"62d4bdbc-8978-4cbf-b9ea-82aaa9188c91",location
"900",organization
"e39609a3-b437-41c2-b114-e21dc69a9bb1",location
"497",organization
"7892",organization
"8513",organization
"1415",organization
"3433",organization
"âit",event
"650749",organization
"89526932",organization
"âfirst",event
"26978247",organization
"boatâs",vessel
"53792",organization
"c66f5cd5-3891-43ce-a3f8-0147b3d643b1",location
"032522db-8105-4c26-8142-ae9d5806f7c5",location
"30141220",organization
"90192265",organization
"23f52980-e4f4-43da-ac02-9c1eef637751",location
"245658",organization
"552027385",organization
"e4e5b1ca-e210-4d3f-8cea-fa5c2309340f",location
"ce06b4c4-dd19-485d-ad52-f7cd953db1c2",location
"d2589980-b0c7-4c36-8ddf-8afe554853ea",location
"week",event
"FV",vessel
"FV Snake",vessel
"FV Viking",vessel
"FV Thunder",vessel
"4877",organization
"da7677f8-d1f0-4e35-afe9-4240613e866b",location
"48115",organization
"555",organization
"903311212",organization
"683113035",organization
"1710a32e-7a58-4d7f-9c5e-bf897b7419a3",location
"âAs",event
"47698",organization
"199",organization
"23990411",organization
"10880329",organization
"45ff391d-0f6a-4ee4-abe6-8b06d07dbfd6",location
"e941d006-6590-4143-9d0d-12926b0b6f5c",location
"ce2247ab-4922-420f-8d42-504c4ddda305",location
"e0cdfc51-7473-481d-8900-03f66d6e359e",location
"75471",organization
"14 months",movement
"82408558",organization
"f6cca381-c55e-44cc-b685-6c4139459b96",location
"f94bcae5-b023-48f6-a0d5-ff2f01cc00ed",location
"âcatch",event
"âtotal",event
"04eab3c4-ed99-467b-8844-b5279a6b955e",location
"5312744",organization
"34153143",organization
"721436",organization
"36033030",organization
"8112222",organization
"19471",organization
"415053",organization
"461541",organization
"âlast week",event
"watercraft",vessel
"Rapido beam",vessel
"Rapido beam trawler",vessel
"ordinary",movement
"91a2a8e6-f56f-4663-8be9-0bbfd5440489",location
"40cfcd88-fceb-49bd-a71a-053aacddad42",location
"cb537677-9d82-4d58-8066-899bdc51c4f1",location
"diesel",vessel
"bottom otter trawler",vessel
"2820033",organization
"1559",organization
"495035052",organization
"25",organization
"96",organization
"60910422",organization
"285351",organization
"75399",organization
"da91eeb8-11f7-4634-95e7-f9413e9957aa",location
"720",organization
"fdcbe098-dbe6-4e52-8bd7-96cf3ae30101",location
"779",organization
"2673",organization
"6185842",organization
"762165",organization
"428",organization
"4962642",organization
"ffc679cd-57ac-4846-b023-8be73ca754fa",location
"700",organization
"941899076",organization
"520",organization
"85",organization
"9636",organization
"449",organization
"Michelle",vessel
"2466",organization
"72212757",political_organization
"449820",organization
"6406914",organization
"76609426",organization
"âMoreover",event
"8651344",political_organization
"85b8a8cf-7f07-4bab-8b44-1d79940aab8d",location
"933754160",organization
"933c4581-7ecc-4377-995c-7a200fee617b",location
"41713",organization
"900338",organization
"665912557",organization
"1341798",organization
"23299",organization
"614",organization
"802775",organization
"5688339",organization
"morningâs",event
"3857345",organization
"99233",organization
"813be272-d3de-43c9-90be-ab14231fcf17",location
"âSay",event
"203",organization
"99661834",organization
"9838",organization
"848165",organization
"612",organization
"379284134",organization
"55394387",organization
"Boston",vessel
"vesselâs",vessel
"waterâs",vessel
"950ce1a6-a178-4e3e-9316-91ab7ca88664",location
"221942",political_organization
"0d1c7ce3-7243-47c0-9280-a3262b52dc0f",location
"634ac4e7-12af-494f-95f5-cd853363525f",location
"945632766",organization
"HMS Montrose",vessel
"80737369",organization
"Montrose",vessel
"112156579",organization
"64338295",organization
"81",organization
"73921",organization
"327277616",organization
"637608",organization
"5337",organization
"6980",organization
"f85f009e-0fa0-403a-845e-64198883bf34",location
"4562fe84-0188-47fd-8e27-67380da0079c",location
"33118036",organization
"88813246",organization
"5383294",organization
"9238420",organization
"70109",political_organization
"underwater",vessel
"73166320",organization
"dbb07e32-a8f4-47d0-ae61-c2e9774e9284",location
"13249468",organization
"Aine",vessel
"77",organization
"682313",organization
"300",political_organization
"37992687",political_organization
"303934",organization
"58877070",organization
"42990314",organization
"1338687",organization
"507684",organization
"1765605",organization
"Cutters",vessel
"34757443",organization
"f205ff1a-8798-48b7-b535-ad87b9756220",location
"1a2ebb93-1c85-4f40-abb1-cff639788678",location
"operated vehicle",vessel
"Snow Crab",vessel
"1576352",organization
"59600",political_organization
"Greenwich",movement
"HMS Medway",vessel
"1dfb2440-85dc-4f0c-914f-e18498e6cd1b",location
"92a375a3-0c31-494e-9a56-eeabe3750d90",location
"34285153",organization
"Talleyâs",vessel
"95743666",organization
"86117",organization
"94361818",organization
"40974",organization
"74505",organization
"4657860",organization
"519443204",political_organization
"3394552",organization
"618",organization
"bd16ff21-2da0-4ad7-8aec-d04a28b61277",location
"past yearâs",event
"whales",vessel
"39995740",organization
"806",organization
"Hubble",event
"event",event
"cd2685a2-fce5-49ee-8ca7-b9faa081d190",location
"Spaceflight",vessel
"93",organization
"e95a9547-3611-4e86-adbe-9aa55dbff21f",location
"6107715",organization
"2610",organization
"HawkEye",vessel
"7575",organization
"d5cbeea1-73ac-4d86-adeb-b609629b12bf",location
"416dab02-bf67-48af-a99b-c691339dc5e0",location
"25a765f4-b6d0-4588-9a7a-0798de847cfd",location
"0a715a76-de97-4cc3-80a3-4dcbfa740079",location
"Manned",vessel
"Aerial",vessel
"34731154",organization
"970786",organization
"8967466",organization
"b3de0895-285e-4ea8-99bb-ffdc763f7038",location
"a8330af0-375f-4fcb-9171-9628b26b1808",location
"3308429",organization
"Abrams MIA2",vessel
"abb62f7c-234a-46d7-b3bb-8f7b4771618c",location
"Tank",event
"MBTs",vessel
"418382",organization
"16927047",organization
"6471708",organization
"520673",organization
"1252007",organization
"6c348030-e9d4-4ddc-8ec8-30ac227c6a14",location
"565431",organization
"15758645",organization
"204",organization
"7490484",organization
"âaccelerate",event
"327979",political_organization
"414",political_organization
"28422",political_organization
"428949",political_organization
"838200939",political_organization
"61",organization
"908",organization
"2278",organization
"3731",organization
"120",organization
"2422788",organization
"c97073d1-61a4-4a06-a189-8b4642a699e1",location
"66",political_organization
"65872b93-db53-4445-a72e-8f84b3d7edfc",location
"todayâs",event
"268393514",organization
"55242",organization
"637",organization
"Ships",vessel
"9697",organization
"620019",organization
"45361487",organization
"408603",organization
"Vehicle Land",vessel
"369",organization
"6204",organization
"96c31987-d50d-4680-9397-2a9d0e3946e1",location
"sailboat Freeport",vessel
"c0ea9f29-9987-490f-bc96-d2a5718c1636",location
"949",organization
"Perch",vessel
"576618",organization
"82357",political_organization
"driftnets",vessel
"500633954",organization
"62343",organization
"688224",organization
"c600d751-cc48-4e8e-800e-63ec87a4239f",location
"78ec7fd4-82e0-4725-815d-50be0ccee955",location
"CraftâLaw",vessel
"Ocean Patrol",vessel
"ARA Bouchard",vessel
"electric",vessel
"wheeler",vessel
"570683",organization
"4532329",organization
"98631",organization
"2658",organization
"5698",organization
"3342",organization
"354",organization
"945",organization
"Months",event
"738338ba-deef-4364-bedf-707a8cbf9a55",location
"280094",organization
"40676",organization
"1998",organization
"669",organization
"903574229",organization
"95064",organization
"dd3f2822-2964-4d18-92c2-7a6db4b4a9e5",location
"6567453",organization
"47261702",organization
"730397695",organization
"4086",organization
"Wartsila",vessel
"373a8a11-c7a0-4e9b-8397-9d824974259a",location
"a0ea93dc-6767-4682-b424-21b5a24ea24b",location
"bulker",vessel
"ninety",movement
"822596165",organization
"5421",organization
"019d89a8-36be-4402-bf3c-d13cb982cf3f",location
"6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad",location
"3051e013-9e40-44cc-98e5-740e3238daaa",location
"9237588",organization
"cdc89aad-5d8c-48bf-b155-81d2a932782b",location
"af9758b0-e4f9-4e08-8dd9-09abc903e4b5",location
"4183208",organization
"322202416",organization
"5025f249-0b3c-4741-a7aa-090d93395acf",location
"969368807",organization
"80276549",organization
"89",organization
"35282",organization
"813",organization
"62",organization
"44326992",organization
"1416a29d-3719-45d6-95a8-782c4e281908",location
"Hunt",event
"0efa50f3-533d-4775-94fa-54cd1c480587",location
"fd6c1e03-d6f4-421e-a493-cdc56ae000b5",location
"869422192",organization
"542341",organization
"93252",organization
"4627",organization
"1719",organization
"8876768",organization
"444",organization
"6460",organization
"64778548",organization
"493641959",organization
"8980454",organization
"6659",organization
"464454263",organization
